date,product_name,sku,quantity_sold,revenue,category,store_id
2026-06-26,Performance Running Shoes,SG-SHOES-001,15,277500,Sports,ISLAMABAD-01
2026-06-27,Performance Running Shoes,SG-SHOES-001,19,351500,Sports,ISLAMABAD-01
2026-06-28,Performance Running Shoes,SG-SHOES-001,20,370000,Sports,ISLAMABAD-01
2026-06-29,Performance Running Shoes,SG-SHOES-001,17,314500,Sports,ISLAMABAD-01
2026-06-30,Performance Running Shoes,SG-SHOES-001,17,314500,Sports,ISLAMABAD-01
2026-07-01,Performance Running Shoes,SG-SHOES-001,17,314500,Sports,ISLAMABAD-01
2026-07-02,Performance Running Shoes,SG-SHOES-001,16,296000,Sports,ISLAMABAD-01
2026-07-03,Performance Running Shoes,SG-SHOES-001,16,296000,Sports,ISLAMABAD-01
2026-07-04,Performance Running Shoes,SG-SHOES-001,17,314500,Sports,ISLAMABAD-01
2026-07-05,Performance Running Shoes,SG-SHOES-001,17,314500,Sports,ISLAMABAD-01
2026-07-06,Performance Running Shoes,SG-SHOES-001,14,259000,Sports,ISLAMABAD-01
2026-07-07,Performance Running Shoes,SG-SHOES-001,14,259000,Sports,ISLAMABAD-01
2026-07-08,Performance Running Shoes,SG-SHOES-001,14,259000,Sports,ISLAMABAD-01
2026-07-09,Performance Running Shoes,SG-SHOES-001,15,277500,Sports,ISLAMABAD-01
2026-07-10,Performance Running Shoes,SG-SHOES-001,16,296000,Sports,ISLAMABAD-01
2026-07-11,Performance Running Shoes,SG-SHOES-001,20,370000,Sports,ISLAMABAD-01
2026-07-12,Performance Running Shoes,SG-SHOES-001,21,388500,Sports,ISLAMABAD-01
2026-07-13,Performance Running Shoes,SG-SHOES-001,18,333000,Sports,ISLAMABAD-01
2026-07-14,Performance Running Shoes,SG-SHOES-001,18,333000,Sports,ISLAMABAD-01
2026-07-15,Performance Running Shoes,SG-SHOES-001,18,333000,Sports,ISLAMABAD-01
2026-07-16,Performance Running Shoes,SG-SHOES-001,17,314500,Sports,ISLAMABAD-01
2026-07-17,Performance Running Shoes,SG-SHOES-001,16,296000,Sports,ISLAMABAD-01
2026-07-18,Performance Running Shoes,SG-SHOES-001,18,333000,Sports,ISLAMABAD-01
2026-07-19,Performance Running Shoes,SG-SHOES-001,17,314500,Sports,ISLAMABAD-01
2026-07-20,Performance Running Shoes,SG-SHOES-001,14,259000,Sports,ISLAMABAD-01
2026-07-21,Performance Running Shoes,SG-SHOES-001,14,259000,Sports,ISLAMABAD-01
2026-07-22,Performance Running Shoes,SG-SHOES-001,15,277500,Sports,ISLAMABAD-01
2026-07-23,Performance Running Shoes,SG-SHOES-001,15,277500,Sports,ISLAMABAD-01
2026-07-24,Performance Running Shoes,SG-SHOES-001,16,296000,Sports,ISLAMABAD-01
2026-07-25,Performance Running Shoes,SG-SHOES-001,20,370000,Sports,ISLAMABAD-01
2026-07-26,Performance Running Shoes,SG-SHOES-001,21,388500,Sports,ISLAMABAD-01
2026-07-27,Performance Running Shoes,SG-SHOES-001,18,333000,Sports,ISLAMABAD-01
2026-07-28,Performance Running Shoes,SG-SHOES-001,18,333000,Sports,ISLAMABAD-01
2026-07-29,Performance Running Shoes,SG-SHOES-001,18,333000,Sports,ISLAMABAD-01
2026-07-30,Performance Running Shoes,SG-SHOES-001,17,314500,Sports,ISLAMABAD-01
2026-07-31,Performance Running Shoes,SG-SHOES-001,17,314500,Sports,ISLAMABAD-01
2026-08-01,Performance Running Shoes,SG-SHOES-001,19,351500,Sports,ISLAMABAD-01
2026-08-02,Performance Running Shoes,SG-SHOES-001,18,333000,Sports,ISLAMABAD-01
2026-08-03,Performance Running Shoes,SG-SHOES-001,15,277500,Sports,ISLAMABAD-01
2026-08-04,Performance Running Shoes,SG-SHOES-001,15,277500,Sports,ISLAMABAD-01
2026-08-05,Performance Running Shoes,SG-SHOES-001,15,277500,Sports,ISLAMABAD-01
2026-08-06,Performance Running Shoes,SG-SHOES-001,16,296000,Sports,ISLAMABAD-01
2026-08-07,Performance Running Shoes,SG-SHOES-001,17,314500,Sports,ISLAMABAD-01
2026-08-08,Performance Running Shoes,SG-SHOES-001,21,388500,Sports,ISLAMABAD-01
2026-08-09,Performance Running Shoes,SG-SHOES-001,22,407000,Sports,ISLAMABAD-01
2026-08-10,Performance Running Shoes,SG-SHOES-001,19,351500,Sports,ISLAMABAD-01
2026-08-11,Performance Running Shoes,SG-SHOES-001,19,351500,Sports,ISLAMABAD-01
2026-08-12,Performance Running Shoes,SG-SHOES-001,19,351500,Sports,ISLAMABAD-01
2026-08-13,Performance Running Shoes,SG-SHOES-001,18,333000,Sports,ISLAMABAD-01
2026-08-14,Performance Running Shoes,SG-SHOES-001,17,314500,Sports,ISLAMABAD-01
2026-08-15,Performance Running Shoes,SG-SHOES-001,19,351500,Sports,ISLAMABAD-01
2026-08-16,Performance Running Shoes,SG-SHOES-001,18,333000,Sports,ISLAMABAD-01
2026-08-17,Performance Running Shoes,SG-SHOES-001,15,277500,Sports,ISLAMABAD-01
2026-08-18,Performance Running Shoes,SG-SHOES-001,15,277500,Sports,ISLAMABAD-01
2026-08-19,Performance Running Shoes,SG-SHOES-001,16,296000,Sports,ISLAMABAD-01
2026-08-20,Performance Running Shoes,SG-SHOES-001,16,296000,Sports,ISLAMABAD-01
2026-08-21,Performance Running Shoes,SG-SHOES-001,17,314500,Sports,ISLAMABAD-01
2026-08-22,Performance Running Shoes,SG-SHOES-001,21,388500,Sports,ISLAMABAD-01
2026-08-23,Performance Running Shoes,SG-SHOES-001,22,407000,Sports,ISLAMABAD-01
2026-08-24,Performance Running Shoes,SG-SHOES-001,26,481000,Sports,ISLAMABAD-01
2026-08-25,Performance Running Shoes,SG-SHOES-001,26,481000,Sports,ISLAMABAD-01
2026-08-26,Performance Running Shoes,SG-SHOES-001,26,481000,Sports,ISLAMABAD-01
2026-08-27,Performance Running Shoes,SG-SHOES-001,25,462500,Sports,ISLAMABAD-01
2026-08-28,Performance Running Shoes,SG-SHOES-001,24,444000,Sports,ISLAMABAD-01
2026-08-29,Performance Running Shoes,SG-SHOES-001,26,481000,Sports,ISLAMABAD-01
2026-08-30,Performance Running Shoes,SG-SHOES-001,25,462500,Sports,ISLAMABAD-01
2026-08-31,Performance Running Shoes,SG-SHOES-001,16,296000,Sports,ISLAMABAD-01
2026-09-01,Performance Running Shoes,SG-SHOES-001,16,296000,Sports,ISLAMABAD-01
2026-09-02,Performance Running Shoes,SG-SHOES-001,16,296000,Sports,ISLAMABAD-01
2026-09-03,Performance Running Shoes,SG-SHOES-001,17,314500,Sports,ISLAMABAD-01
2026-09-04,Performance Running Shoes,SG-SHOES-001,18,333000,Sports,ISLAMABAD-01
2026-09-05,Performance Running Shoes,SG-SHOES-001,22,407000,Sports,ISLAMABAD-01
2026-09-06,Performance Running Shoes,SG-SHOES-001,23,425500,Sports,ISLAMABAD-01
2026-09-07,Performance Running Shoes,SG-SHOES-001,20,370000,Sports,ISLAMABAD-01
2026-09-08,Performance Running Shoes,SG-SHOES-001,20,370000,Sports,ISLAMABAD-01
2026-09-09,Performance Running Shoes,SG-SHOES-001,20,370000,Sports,ISLAMABAD-01
2026-09-10,Performance Running Shoes,SG-SHOES-001,19,351500,Sports,ISLAMABAD-01
2026-09-11,Performance Running Shoes,SG-SHOES-001,18,333000,Sports,ISLAMABAD-01
2026-09-12,Performance Running Shoes,SG-SHOES-001,20,370000,Sports,ISLAMABAD-01
2026-09-13,Performance Running Shoes,SG-SHOES-001,19,351500,Sports,ISLAMABAD-01
2026-09-14,Performance Running Shoes,SG-SHOES-001,16,296000,Sports,ISLAMABAD-01
2026-09-15,Performance Running Shoes,SG-SHOES-001,16,296000,Sports,ISLAMABAD-01
2026-09-16,Performance Running Shoes,SG-SHOES-001,16,296000,Sports,ISLAMABAD-01
2026-09-17,Performance Running Shoes,SG-SHOES-001,17,314500,Sports,ISLAMABAD-01
2026-09-18,Performance Running Shoes,SG-SHOES-001,18,333000,Sports,ISLAMABAD-01
2026-09-19,Performance Running Shoes,SG-SHOES-001,23,425500,Sports,ISLAMABAD-01
2026-09-20,Performance Running Shoes,SG-SHOES-001,24,444000,Sports,ISLAMABAD-01
2026-09-21,Performance Running Shoes,SG-SHOES-001,20,370000,Sports,ISLAMABAD-01
2026-09-22,Performance Running Shoes,SG-SHOES-001,20,370000,Sports,ISLAMABAD-01
2026-06-15,Classic Denim Jeans,SG-JEANS-501,23,195500,Fashion,KARACHI-01
2026-06-16,Classic Denim Jeans,SG-JEANS-501,23,195500,Fashion,KARACHI-01
2026-06-17,Classic Denim Jeans,SG-JEANS-501,22,187000,Fashion,KARACHI-01
2026-06-18,Classic Denim Jeans,SG-JEANS-501,21,178500,Fashion,KARACHI-01
2026-06-19,Classic Denim Jeans,SG-JEANS-501,20,170000,Fashion,KARACHI-01
2026-06-20,Classic Denim Jeans,SG-JEANS-501,23,195500,Fashion,KARACHI-01
2026-06-21,Classic Denim Jeans,SG-JEANS-501,22,187000,Fashion,KARACHI-01
2026-06-22,Classic Denim Jeans,SG-JEANS-501,19,161500,Fashion,KARACHI-01
2026-06-23,Classic Denim Jeans,SG-JEANS-501,19,161500,Fashion,KARACHI-01
2026-06-24,Classic Denim Jeans,SG-JEANS-501,20,170000,Fashion,KARACHI-01
2026-06-25,Classic Denim Jeans,SG-JEANS-501,22,187000,Fashion,KARACHI-01
2026-06-26,Classic Denim Jeans,SG-JEANS-501,23,195500,Fashion,KARACHI-01
2026-06-27,Classic Denim Jeans,SG-JEANS-501,28,238000,Fashion,KARACHI-01
2026-06-28,Classic Denim Jeans,SG-JEANS-501,29,246500,Fashion,KARACHI-01
2026-06-29,Classic Denim Jeans,SG-JEANS-501,24,204000,Fashion,KARACHI-01
2026-06-30,Classic Denim Jeans,SG-JEANS-501,24,204000,Fashion,KARACHI-01
2026-07-01,Classic Denim Jeans,SG-JEANS-501,23,195500,Fashion,KARACHI-01
2026-07-02,Classic Denim Jeans,SG-JEANS-501,22,187000,Fashion,KARACHI-01
2026-07-03,Classic Denim Jeans,SG-JEANS-501,21,178500,Fashion,KARACHI-01
2026-07-04,Classic Denim Jeans,SG-JEANS-501,23,195500,Fashion,KARACHI-01
2026-07-05,Classic Denim Jeans,SG-JEANS-501,23,195500,Fashion,KARACHI-01
2026-07-06,Classic Denim Jeans,SG-JEANS-501,19,161500,Fashion,KARACHI-01
2026-07-07,Classic Denim Jeans,SG-JEANS-501,20,170000,Fashion,KARACHI-01
2026-07-08,Classic Denim Jeans,SG-JEANS-501,21,178500,Fashion,KARACHI-01
2026-07-09,Classic Denim Jeans,SG-JEANS-501,22,187000,Fashion,KARACHI-01
2026-07-10,Classic Denim Jeans,SG-JEANS-501,23,195500,Fashion,KARACHI-01
2026-07-11,Classic Denim Jeans,SG-JEANS-501,29,246500,Fashion,KARACHI-01
2026-07-12,Classic Denim Jeans,SG-JEANS-501,29,246500,Fashion,KARACHI-01
2026-07-13,Classic Denim Jeans,SG-JEANS-501,25,212500,Fashion,KARACHI-01
2026-07-14,Classic Denim Jeans,SG-JEANS-501,25,212500,Fashion,KARACHI-01
2026-07-15,Classic Denim Jeans,SG-JEANS-501,24,204000,Fashion,KARACHI-01
2026-07-16,Classic Denim Jeans,SG-JEANS-501,23,195500,Fashion,KARACHI-01
2026-07-17,Classic Denim Jeans,SG-JEANS-501,21,178500,Fashion,KARACHI-01
2026-07-18,Classic Denim Jeans,SG-JEANS-501,24,204000,Fashion,KARACHI-01
2026-07-19,Classic Denim Jeans,SG-JEANS-501,24,204000,Fashion,KARACHI-01
2026-07-20,Classic Denim Jeans,SG-JEANS-501,20,170000,Fashion,KARACHI-01
2026-07-21,Classic Denim Jeans,SG-JEANS-501,21,178500,Fashion,KARACHI-01
2026-07-22,Classic Denim Jeans,SG-JEANS-501,22,187000,Fashion,KARACHI-01
2026-07-23,Classic Denim Jeans,SG-JEANS-501,23,195500,Fashion,KARACHI-01
2026-07-24,Classic Denim Jeans,SG-JEANS-501,24,204000,Fashion,KARACHI-01
2026-07-25,Classic Denim Jeans,SG-JEANS-501,30,255000,Fashion,KARACHI-01
2026-07-26,Classic Denim Jeans,SG-JEANS-501,30,255000,Fashion,KARACHI-01
2026-07-27,Classic Denim Jeans,SG-JEANS-501,26,221000,Fashion,KARACHI-01
2026-07-28,Classic Denim Jeans,SG-JEANS-501,25,212500,Fashion,KARACHI-01
2026-07-29,Classic Denim Jeans,SG-JEANS-501,24,204000,Fashion,KARACHI-01
2026-07-30,Classic Denim Jeans,SG-JEANS-501,23,195500,Fashion,KARACHI-01
2026-07-31,Classic Denim Jeans,SG-JEANS-501,22,187000,Fashion,KARACHI-01
2026-08-01,Classic Denim Jeans,SG-JEANS-501,25,212500,Fashion,KARACHI-01
2026-08-02,Classic Denim Jeans,SG-JEANS-501,24,204000,Fashion,KARACHI-01
2026-08-03,Classic Denim Jeans,SG-JEANS-501,21,178500,Fashion,KARACHI-01
2026-08-04,Classic Denim Jeans,SG-JEANS-501,21,178500,Fashion,KARACHI-01
2026-08-05,Classic Denim Jeans,SG-JEANS-501,22,187000,Fashion,KARACHI-01
2026-08-06,Classic Denim Jeans,SG-JEANS-501,24,204000,Fashion,KARACHI-01
2026-08-07,Classic Denim Jeans,SG-JEANS-501,25,212500,Fashion,KARACHI-01
2026-08-08,Classic Denim Jeans,SG-JEANS-501,31,263500,Fashion,KARACHI-01
2026-08-09,Classic Denim Jeans,SG-JEANS-501,31,263500,Fashion,KARACHI-01
2026-08-10,Classic Denim Jeans,SG-JEANS-501,27,229500,Fashion,KARACHI-01
2026-08-11,Classic Denim Jeans,SG-JEANS-501,26,221000,Fashion,KARACHI-01
2026-08-12,Classic Denim Jeans,SG-JEANS-501,25,212500,Fashion,KARACHI-01
2026-08-13,Classic Denim Jeans,SG-JEANS-501,24,204000,Fashion,KARACHI-01
2026-08-14,Classic Denim Jeans,SG-JEANS-501,23,195500,Fashion,KARACHI-01
2026-08-15,Classic Denim Jeans,SG-JEANS-501,26,221000,Fashion,KARACHI-01
2026-08-16,Classic Denim Jeans,SG-JEANS-501,25,212500,Fashion,KARACHI-01
2026-08-17,Classic Denim Jeans,SG-JEANS-501,21,178500,Fashion,KARACHI-01
2026-08-18,Classic Denim Jeans,SG-JEANS-501,22,187000,Fashion,KARACHI-01
2026-08-19,Classic Denim Jeans,SG-JEANS-501,23,195500,Fashion,KARACHI-01
2026-08-20,Classic Denim Jeans,SG-JEANS-501,24,204000,Fashion,KARACHI-01
2026-08-21,Classic Denim Jeans,SG-JEANS-501,26,221000,Fashion,KARACHI-01
2026-08-22,Classic Denim Jeans,SG-JEANS-501,32,272000,Fashion,KARACHI-01
2026-08-23,Classic Denim Jeans,SG-JEANS-501,32,272000,Fashion,KARACHI-01
2026-08-24,Classic Denim Jeans,SG-JEANS-501,37,314500,Fashion,KARACHI-01
2026-08-25,Classic Denim Jeans,SG-JEANS-501,36,306000,Fashion,KARACHI-01
2026-08-26,Classic Denim Jeans,SG-JEANS-501,35,297500,Fashion,KARACHI-01
2026-08-27,Classic Denim Jeans,SG-JEANS-501,33,280500,Fashion,KARACHI-01
2026-08-28,Classic Denim Jeans,SG-JEANS-501,32,272000,Fashion,KARACHI-01
2026-08-29,Classic Denim Jeans,SG-JEANS-501,36,306000,Fashion,KARACHI-01
2026-08-30,Classic Denim Jeans,SG-JEANS-501,35,297500,Fashion,KARACHI-01
2026-08-31,Classic Denim Jeans,SG-JEANS-501,22,187000,Fashion,KARACHI-01
2026-09-01,Classic Denim Jeans,SG-JEANS-501,23,195500,Fashion,KARACHI-01
2026-09-02,Classic Denim Jeans,SG-JEANS-501,24,204000,Fashion,KARACHI-01
2026-09-03,Classic Denim Jeans,SG-JEANS-501,25,212500,Fashion,KARACHI-01
2026-09-04,Classic Denim Jeans,SG-JEANS-501,26,221000,Fashion,KARACHI-01
2026-09-05,Classic Denim Jeans,SG-JEANS-501,32,272000,Fashion,KARACHI-01
2026-09-06,Classic Denim Jeans,SG-JEANS-501,33,280500,Fashion,KARACHI-01
2026-09-07,Classic Denim Jeans,SG-JEANS-501,28,238000,Fashion,KARACHI-01
2026-09-08,Classic Denim Jeans,SG-JEANS-501,28,238000,Fashion,KARACHI-01
2026-09-09,Classic Denim Jeans,SG-JEANS-501,27,229500,Fashion,KARACHI-01
2026-09-10,Classic Denim Jeans,SG-JEANS-501,25,212500,Fashion,KARACHI-01
2026-09-11,Classic Denim Jeans,SG-JEANS-501,24,204000,Fashion,KARACHI-01
2026-09-12,Classic Denim Jeans,SG-JEANS-501,27,229500,Fashion,KARACHI-01
2026-09-13,Classic Denim Jeans,SG-JEANS-501,27,229500,Fashion,KARACHI-01
2026-09-14,Classic Denim Jeans,SG-JEANS-501,23,195500,Fashion,KARACHI-01
2026-09-15,Classic Denim Jeans,SG-JEANS-501,23,195500,Fashion,KARACHI-01
2026-09-16,Classic Denim Jeans,SG-JEANS-501,24,204000,Fashion,KARACHI-01
2026-09-17,Classic Denim Jeans,SG-JEANS-501,26,221000,Fashion,KARACHI-01
2026-09-18,Classic Denim Jeans,SG-JEANS-501,27,229500,Fashion,KARACHI-01
2026-09-19,Classic Denim Jeans,SG-JEANS-501,33,280500,Fashion,KARACHI-01
2026-09-20,Classic Denim Jeans,SG-JEANS-501,34,289000,Fashion,KARACHI-01
2026-09-21,Classic Denim Jeans,SG-JEANS-501,29,246500,Fashion,KARACHI-01
2026-09-22,Classic Denim Jeans,SG-JEANS-501,28,238000,Fashion,KARACHI-01
2026-06-15,Premium Coffee Beans 1kg,SG-COFFEE-1KG,19,68400,Food,ISLAMABAD-01
2026-06-16,Premium Coffee Beans 1kg,SG-COFFEE-1KG,18,64800,Food,ISLAMABAD-01
2026-06-17,Premium Coffee Beans 1kg,SG-COFFEE-1KG,17,61200,Food,ISLAMABAD-01
2026-06-18,Premium Coffee Beans 1kg,SG-COFFEE-1KG,16,57600,Food,ISLAMABAD-01
2026-06-19,Premium Coffee Beans 1kg,SG-COFFEE-1KG,16,57600,Food,ISLAMABAD-01
2026-06-20,Premium Coffee Beans 1kg,SG-COFFEE-1KG,18,64800,Food,ISLAMABAD-01
2026-06-21,Premium Coffee Beans 1kg,SG-COFFEE-1KG,18,64800,Food,ISLAMABAD-01
2026-06-22,Premium Coffee Beans 1kg,SG-COFFEE-1KG,16,57600,Food,ISLAMABAD-01
2026-06-23,Premium Coffee Beans 1kg,SG-COFFEE-1KG,16,57600,Food,ISLAMABAD-01
2026-06-24,Premium Coffee Beans 1kg,SG-COFFEE-1KG,17,61200,Food,ISLAMABAD-01
2026-06-25,Premium Coffee Beans 1kg,SG-COFFEE-1KG,18,64800,Food,ISLAMABAD-01
2026-06-26,Premium Coffee Beans 1kg,SG-COFFEE-1KG,19,68400,Food,ISLAMABAD-01
2026-06-27,Premium Coffee Beans 1kg,SG-COFFEE-1KG,23,82800,Food,ISLAMABAD-01
2026-06-28,Premium Coffee Beans 1kg,SG-COFFEE-1KG,23,82800,Food,ISLAMABAD-01
2026-06-29,Premium Coffee Beans 1kg,SG-COFFEE-1KG,19,68400,Food,ISLAMABAD-01
2026-06-30,Premium Coffee Beans 1kg,SG-COFFEE-1KG,19,68400,Food,ISLAMABAD-01
2026-07-01,Premium Coffee Beans 1kg,SG-COFFEE-1KG,18,64800,Food,ISLAMABAD-01
2026-07-02,Premium Coffee Beans 1kg,SG-COFFEE-1KG,17,61200,Food,ISLAMABAD-01
2026-07-03,Premium Coffee Beans 1kg,SG-COFFEE-1KG,16,57600,Food,ISLAMABAD-01
2026-07-04,Premium Coffee Beans 1kg,SG-COFFEE-1KG,19,68400,Food,ISLAMABAD-01
2026-07-05,Premium Coffee Beans 1kg,SG-COFFEE-1KG,19,68400,Food,ISLAMABAD-01
2026-07-06,Premium Coffee Beans 1kg,SG-COFFEE-1KG,16,57600,Food,ISLAMABAD-01
2026-07-07,Premium Coffee Beans 1kg,SG-COFFEE-1KG,17,61200,Food,ISLAMABAD-01
2026-07-08,Premium Coffee Beans 1kg,SG-COFFEE-1KG,18,64800,Food,ISLAMABAD-01
2026-07-09,Premium Coffee Beans 1kg,SG-COFFEE-1KG,19,68400,Food,ISLAMABAD-01
2026-07-10,Premium Coffee Beans 1kg,SG-COFFEE-1KG,20,72000,Food,ISLAMABAD-01
2026-07-11,Premium Coffee Beans 1kg,SG-COFFEE-1KG,24,86400,Food,ISLAMABAD-01
2026-07-12,Premium Coffee Beans 1kg,SG-COFFEE-1KG,24,86400,Food,ISLAMABAD-01
2026-07-13,Premium Coffee Beans 1kg,SG-COFFEE-1KG,20,72000,Food,ISLAMABAD-01
2026-07-14,Premium Coffee Beans 1kg,SG-COFFEE-1KG,19,68400,Food,ISLAMABAD-01
2026-07-15,Premium Coffee Beans 1kg,SG-COFFEE-1KG,18,64800,Food,ISLAMABAD-01
2026-07-16,Premium Coffee Beans 1kg,SG-COFFEE-1KG,17,61200,Food,ISLAMABAD-01
2026-07-17,Premium Coffee Beans 1kg,SG-COFFEE-1KG,17,61200,Food,ISLAMABAD-01
2026-07-18,Premium Coffee Beans 1kg,SG-COFFEE-1KG,19,68400,Food,ISLAMABAD-01
2026-07-19,Premium Coffee Beans 1kg,SG-COFFEE-1KG,19,68400,Food,ISLAMABAD-01
2026-07-20,Premium Coffee Beans 1kg,SG-COFFEE-1KG,17,61200,Food,ISLAMABAD-01
2026-07-21,Premium Coffee Beans 1kg,SG-COFFEE-1KG,18,64800,Food,ISLAMABAD-01
2026-07-22,Premium Coffee Beans 1kg,SG-COFFEE-1KG,19,68400,Food,ISLAMABAD-01
2026-07-23,Premium Coffee Beans 1kg,SG-COFFEE-1KG,20,72000,Food,ISLAMABAD-01
2026-07-24,Premium Coffee Beans 1kg,SG-COFFEE-1KG,20,72000,Food,ISLAMABAD-01
2026-07-25,Premium Coffee Beans 1kg,SG-COFFEE-1KG,25,90000,Food,ISLAMABAD-01
2026-07-26,Premium Coffee Beans 1kg,SG-COFFEE-1KG,25,90000,Food,ISLAMABAD-01
2026-07-27,Premium Coffee Beans 1kg,SG-COFFEE-1KG,21,75600,Food,ISLAMABAD-01
2026-07-28,Premium Coffee Beans 1kg,SG-COFFEE-1KG,20,72000,Food,ISLAMABAD-01
2026-07-29,Premium Coffee Beans 1kg,SG-COFFEE-1KG,19,68400,Food,ISLAMABAD-01
2026-07-30,Premium Coffee Beans 1kg,SG-COFFEE-1KG,18,64800,Food,ISLAMABAD-01
2026-07-31,Premium Coffee Beans 1kg,SG-COFFEE-1KG,17,61200,Food,ISLAMABAD-01
2026-08-01,Premium Coffee Beans 1kg,SG-COFFEE-1KG,20,72000,Food,ISLAMABAD-01
2026-08-02,Premium Coffee Beans 1kg,SG-COFFEE-1KG,20,72000,Food,ISLAMABAD-01
2026-08-03,Premium Coffee Beans 1kg,SG-COFFEE-1KG,17,61200,Food,ISLAMABAD-01
2026-08-04,Premium Coffee Beans 1kg,SG-COFFEE-1KG,18,64800,Food,ISLAMABAD-01
2026-08-05,Premium Coffee Beans 1kg,SG-COFFEE-1KG,19,68400,Food,ISLAMABAD-01
2026-08-06,Premium Coffee Beans 1kg,SG-COFFEE-1KG,20,72000,Food,ISLAMABAD-01
2026-08-07,Premium Coffee Beans 1kg,SG-COFFEE-1KG,21,75600,Food,ISLAMABAD-01
2026-08-08,Premium Coffee Beans 1kg,SG-COFFEE-1KG,25,90000,Food,ISLAMABAD-01
2026-08-09,Premium Coffee Beans 1kg,SG-COFFEE-1KG,26,93600,Food,ISLAMABAD-01
2026-08-10,Premium Coffee Beans 1kg,SG-COFFEE-1KG,21,75600,Food,ISLAMABAD-01
2026-08-11,Premium Coffee Beans 1kg,SG-COFFEE-1KG,20,72000,Food,ISLAMABAD-01
2026-08-12,Premium Coffee Beans 1kg,SG-COFFEE-1KG,20,72000,Food,ISLAMABAD-01
2026-08-13,Premium Coffee Beans 1kg,SG-COFFEE-1KG,19,68400,Food,ISLAMABAD-01
2026-08-14,Premium Coffee Beans 1kg,SG-COFFEE-1KG,18,64800,Food,ISLAMABAD-01
2026-08-15,Premium Coffee Beans 1kg,SG-COFFEE-1KG,20,72000,Food,ISLAMABAD-01
2026-08-16,Premium Coffee Beans 1kg,SG-COFFEE-1KG,21,75600,Food,ISLAMABAD-01
2026-08-17,Premium Coffee Beans 1kg,SG-COFFEE-1KG,18,64800,Food,ISLAMABAD-01
2026-08-18,Premium Coffee Beans 1kg,SG-COFFEE-1KG,19,68400,Food,ISLAMABAD-01
2026-08-19,Premium Coffee Beans 1kg,SG-COFFEE-1KG,20,72000,Food,ISLAMABAD-01
2026-08-20,Premium Coffee Beans 1kg,SG-COFFEE-1KG,21,75600,Food,ISLAMABAD-01
2026-08-21,Premium Coffee Beans 1kg,SG-COFFEE-1KG,22,79200,Food,ISLAMABAD-01
2026-08-22,Premium Coffee Beans 1kg,SG-COFFEE-1KG,26,93600,Food,ISLAMABAD-01
2026-08-23,Premium Coffee Beans 1kg,SG-COFFEE-1KG,26,93600,Food,ISLAMABAD-01
2026-08-24,Premium Coffee Beans 1kg,SG-COFFEE-1KG,30,108000,Food,ISLAMABAD-01
2026-08-25,Premium Coffee Beans 1kg,SG-COFFEE-1KG,29,104400,Food,ISLAMABAD-01
2026-08-26,Premium Coffee Beans 1kg,SG-COFFEE-1KG,27,97200,Food,ISLAMABAD-01
2026-08-27,Premium Coffee Beans 1kg,SG-COFFEE-1KG,26,93600,Food,ISLAMABAD-01
2026-08-28,Premium Coffee Beans 1kg,SG-COFFEE-1KG,25,90000,Food,ISLAMABAD-01
2026-08-29,Premium Coffee Beans 1kg,SG-COFFEE-1KG,28,100800,Food,ISLAMABAD-01
2026-08-30,Premium Coffee Beans 1kg,SG-COFFEE-1KG,29,104400,Food,ISLAMABAD-01
2026-08-31,Premium Coffee Beans 1kg,SG-COFFEE-1KG,18,64800,Food,ISLAMABAD-01
2026-09-01,Premium Coffee Beans 1kg,SG-COFFEE-1KG,19,68400,Food,ISLAMABAD-01
2026-09-02,Premium Coffee Beans 1kg,SG-COFFEE-1KG,20,72000,Food,ISLAMABAD-01
2026-09-03,Premium Coffee Beans 1kg,SG-COFFEE-1KG,22,79200,Food,ISLAMABAD-01
2026-09-04,Premium Coffee Beans 1kg,SG-COFFEE-1KG,22,79200,Food,ISLAMABAD-01
2026-09-05,Premium Coffee Beans 1kg,SG-COFFEE-1KG,27,97200,Food,ISLAMABAD-01
2026-09-06,Premium Coffee Beans 1kg,SG-COFFEE-1KG,27,97200,Food,ISLAMABAD-01
2026-09-07,Premium Coffee Beans 1kg,SG-COFFEE-1KG,23,82800,Food,ISLAMABAD-01
2026-09-08,Premium Coffee Beans 1kg,SG-COFFEE-1KG,22,79200,Food,ISLAMABAD-01
2026-09-09,Premium Coffee Beans 1kg,SG-COFFEE-1KG,21,75600,Food,ISLAMABAD-01
2026-09-10,Premium Coffee Beans 1kg,SG-COFFEE-1KG,20,72000,Food,ISLAMABAD-01
2026-09-11,Premium Coffee Beans 1kg,SG-COFFEE-1KG,19,68400,Food,ISLAMABAD-01
2026-09-12,Premium Coffee Beans 1kg,SG-COFFEE-1KG,22,79200,Food,ISLAMABAD-01
2026-09-13,Premium Coffee Beans 1kg,SG-COFFEE-1KG,22,79200,Food,ISLAMABAD-01
2026-09-14,Premium Coffee Beans 1kg,SG-COFFEE-1KG,19,68400,Food,ISLAMABAD-01
2026-09-15,Premium Coffee Beans 1kg,SG-COFFEE-1KG,20,72000,Food,ISLAMABAD-01
2026-09-16,Premium Coffee Beans 1kg,SG-COFFEE-1KG,21,75600,Food,ISLAMABAD-01
2026-09-17,Premium Coffee Beans 1kg,SG-COFFEE-1KG,22,79200,Food,ISLAMABAD-01
2026-09-18,Premium Coffee Beans 1kg,SG-COFFEE-1KG,23,82800,Food,ISLAMABAD-01
